_source_dataset,_source_pdf,_source_page,_source_table,Número de Contrato,Contratista,Fecha de Otorgación,Fecha de Inicio,Fecha de Terminación,Cuantía,Tipo de Servicio,Comentarios
ACT_2020,Contratos_Vigentes_ACT.pdf,8,1,2017-000119,MUNICIPALITY OF FLORIDA,22/12/2016,22/12/2016,22/12/2066,$0.00,ACUERDOS FINANCIEROS Y NO FINANCIEROS,
ACT_2020,Contratos_Vigentes_ACT.pdf,8,1,2017-000120,MUNICIPIO DE COAMO,28/12/2016,28/12/2016,28/12/2021,"$68,986.00",INTERAGENCIALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,8,1,2017-000121,MUNICIPIO DE PEÑUELAS,28/12/2016,28/12/2016,28/12/2021,"$68,986.00",INTERAGENCIALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,8,1,2017-000122,"FUNDACION MODESTO GOTAY, INC.",28/12/2016,28/12/2016,28/12/2022,"$68,986.00",INTERAGENCIALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,8,1,2017-000123,MUNICIPALITY OF LAJAS,28/12/2016,28/12/2016,28/12/2021,"$68,986.00",INTERAGENCIALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,8,1,2017-000124,MUNICIPIO DE JAYUYA,28/12/2016,28/12/2016,28/12/2021,"$68,986.00",INTERAGENCIALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,8,1,2017-000125,MUNICIPALITY OF AIBONITO,28/12/2016,28/12/2016,28/12/2022,"$68,986.00",INTERAGENCIALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,8,1,2017-000126,MUNICIPALITY OF SAN GERMÁN,28/12/2016,28/12/2016,28/12/2022,"$68,986.00",INTERAGENCIALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,9,1,2017-000127,MUNICIPALITY OF JUNCOS,28/12/2016,28/12/2016,28/12/2021,$0.00,INTERAGENCIALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,9,1,2017-000128,MUNICIPIO DE CAYEY,28/12/2016,28/12/2016,28/12/2021,"$68,986.00",INTERAGENCIALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,9,1,2017-000129,MUNICIPALITY OF GUAYAMA,28/12/2016,28/12/2016,28/12/2022,"$68,986.00",INTERAGENCIALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,9,1,2017-000130,MUN. DE ARROYO,28/12/2016,28/12/2016,28/12/2022,"$68,986.00",INTERAGENCIALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,9,1,2017-000131,MUNICIPIO DE MAUNABO,28/12/2016,28/12/2016,28/12/2022,"$68,986.00",INTERAGENCIALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,9,1,2017-000132,Municipality of Patillas,28/12/2016,28/12/2016,28/12/2022,"$68,986.00",INTERAGENCIALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,9,1,2017-000133,MUNICIPIO DE MOCA,28/12/2016,28/12/2016,28/12/2022,"$68,986.00",INTERAGENCIALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,9,1,2017-000134,MUNICIPIO DE MAYAGUEZ,28/12/2016,28/12/2016,28/12/2022,"$68,986.00",INTERAGENCIALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,9,1,2017-000135,MUNICIPIO DE SALINAS,28/12/2016,28/12/2016,28/12/2022,"$68,986.00",INTERAGENCIALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,9,1,2017-000136,MUNICIPIO DE OROCOVIS,28/12/2016,28/12/2016,28/12/2021,"$68,986.00",INTERAGENCIALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,9,1,2017-000137,Municipality of Cidra,28/12/2016,28/12/2016,28/12/2022,"$68,986.00",INTERAGENCIALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,9,1,2017-000138,"CENTRO RAMON FRADE PARA PERSONAS DE EDAD, INC.",28/12/2016,28/12/2016,28/12/2022,"$68,986.00",INTERAGENCIALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,9,1,2017-000139,MUNICIPIO DE PONCE,28/12/2016,28/12/2016,28/12/2022,"$68,986.00",INTERAGENCIALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,9,1,2017-000140,"ASOCIACION MAYAGUEZANA PERSONAS CON IMPEDIMENTOS,",28/12/2016,28/12/2016,28/12/2022,"$68,986.00",INTERAGENCIALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,9,1,2017-000141,MUNICIPIO DE AÑASCO,28/12/2016,28/12/2016,28/12/2021,"$68,986.00",INTERAGENCIALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,9,1,2017-000142,MUNICIPALITY OF SAN JUAN,28/12/2016,28/12/2016,28/12/2022,"$68,986.00",INTERAGENCIALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,10,1,2017-000143,MUNICIPIO DE CAMUY,28/12/2016,28/12/2016,28/12/2022,"$68,986.00",INTERAGENCIALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,10,1,2017-000144,HOGAR SAN JOSE (HORMIGUEROS),28/12/2016,28/12/2016,28/12/2022,"$68,986.00",INTERAGENCIALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,10,1,2017-000145,MUNICIPIO DE VIEQUES,28/12/2016,28/12/2016,28/12/2021,"$68,986.00",INTERAGENCIALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,10,1,2017-000146,MUNICIPIO DE SAN SEBASTIAN,18/01/2017,18/01/2017,18/01/2023,"$68,986.00",INTERAGENCIALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,10,1,2017-000148 G,"PUERTO RICO TELEPHONE COMPANY, INC.",24/06/2020,01/07/2020,30/06/2021,$0.00,SERVICIOS MISCELÁNEOS NO PERSONALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,10,1,2017-000152 A,The Eniac Corporation,28/12/2017,28/12/2017,20/02/2022,$0.00,SERVICIOS DE CONSULTORIA,
ACT_2020,Contratos_Vigentes_ACT.pdf,10,1,2017-000152 C,The Eniac Corporation,25/08/2020,25/08/2020,23/02/2022,"$329,050.00",SERVICIOS DE CONSULTORIA,
ACT_2020,Contratos_Vigentes_ACT.pdf,10,1,2017-000152 B,The Eniac Corporation,20/12/2018,20/12/2018,23/02/2022,"$3,690,124.49",SERVICIOS DE CONSULTORIA,
ACT_2020,Contratos_Vigentes_ACT.pdf,10,1,2017-000152,The Eniac Corporation,24/02/2017,24/02/2017,23/02/2022,"$3,500,000.00",SERVICIOS DE CONSULTORIA,
ACT_2020,Contratos_Vigentes_ACT.pdf,10,1,2017-000157,CUERPO DE BOMBEROS DE PUERTO RICO,15/05/2017,15/05/2017,30/06/2023,$0.00,INTERAGENCIALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,10,1,2017-000180,MUNICIPIO DE UTUADO,28/02/2017,28/02/2017,10/04/2022,"$68,986.00",INTERAGENCIALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,10,1,2017-000240,MUNICIPIO DE ARECIBO,01/05/2017,01/05/2017,01/05/2022,$0.00,ACUERDOS FINANCIEROS Y NO FINANCIEROS,
ACT_2020,Contratos_Vigentes_ACT.pdf,10,1,2017-000268,GREEN GARAGE CORPORATION,20/09/2016,20/09/2016,20/09/2026,"$81,600.00","COMPRA, VENTA, ALQUILER Y/O DESARROLLO DE INMUEBLES",
ACT_2020,Contratos_Vigentes_ACT.pdf,10,1,2018-000001,"ACI-HERZOG, A JOINT VENTURE",30/06/2017,01/07/2017,30/06/2032,"$810,660,488.06",SERVICIOS PERSONALES NO PROFESIONALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,10,1,2018-000028,"AUTOPISTAS METROPOLITANAS DE PUERTO RICO, LLC.",20/07/2017,20/07/2017,20/07/2022,$0.00,SERVICIOS PERSONALES NO PROFESIONALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,10,1,2018-000028 A,"AUTOPISTAS METROPOLITANAS DE PUERTO RICO, LLC.",23/03/2018,23/03/2018,20/07/2022,$0.00,SERVICIOS PERSONALES NO PROFESIONALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,11,1,2018-000034 B,Torres-Rosa Consulting Engineers,31/12/2019,31/12/2019,31/12/2020,$0.00,SERVICIOS PROFESIONALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,11,1,2018-000035 B,Municipality of Bayamón,15/08/2020,15/08/2020,15/02/2021,$0.00,INTERAGENCIALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,11,1,2018-000052 L,"CSCG, INC.",24/08/2020,24/08/2020,10/03/2021,$0.00,CONSTRUCCION Y REPARACION DE ESTRUCTURAS,
ACT_2020,Contratos_Vigentes_ACT.pdf,11,1,2018-000056 G,Hartman S.E.,22/07/2020,22/07/2020,18/01/2021,$0.00,CONSTRUCCION Y REPARACION DE ESTRUCTURAS,
ACT_2020,Contratos_Vigentes_ACT.pdf,11,1,2018-000067 Q,SANTA & CO.,23/06/2020,23/06/2020,18/02/2021,$0.00,CONSTRUCCION Y REPARACION DE ESTRUCTURAS,
ACT_2020,Contratos_Vigentes_ACT.pdf,11,1,2018-000071,"CENTRO AYANI, INC.",31/08/2017,31/08/2017,31/08/2022,"$68,886.00",ACUERDOS FINANCIEROS Y NO FINANCIEROS,
ACT_2020,Contratos_Vigentes_ACT.pdf,11,1,2018-000072,"COSSMA, INC",31/08/2017,31/08/2017,31/08/2022,"$68,886.00",ACUERDOS FINANCIEROS Y NO FINANCIEROS,
ACT_2020,Contratos_Vigentes_ACT.pdf,11,1,2018-000073,MUNICIPIO DE ARECIBO,31/08/2017,31/08/2017,31/08/2022,"$68,886.00",ACUERDOS FINANCIEROS Y NO FINANCIEROS,
ACT_2020,Contratos_Vigentes_ACT.pdf,11,1,2018-000074,MUNICIPIO DE YABUCOA,31/08/2017,31/08/2017,31/08/2022,"$68,886.00",ACUERDOS FINANCIEROS Y NO FINANCIEROS,
ACT_2020,Contratos_Vigentes_ACT.pdf,11,1,2018-000075,MUNICIPIO DE VILLALBA,31/08/2017,31/08/2017,31/08/2022,"$68,886.00",ACUERDOS FINANCIEROS Y NO FINANCIEROS,
ACT_2020,Contratos_Vigentes_ACT.pdf,11,1,2018-000076,Municipality of Toa Baja,31/08/2017,31/08/2017,31/08/2022,"$68,886.00",ACUERDOS FINANCIEROS Y NO FINANCIEROS,
ACT_2020,Contratos_Vigentes_ACT.pdf,11,1,2018-000077,MUNICIPIO DE SAN SEBASTIAN,31/08/2017,31/08/2017,31/08/2022,"$68,886.00",ACUERDOS FINANCIEROS Y NO FINANCIEROS,
ACT_2020,Contratos_Vigentes_ACT.pdf,11,1,2018-000078,MUNICIPIO DE OROCOVIS,31/08/2017,31/08/2017,31/08/2022,"$68,886.00",ACUERDOS FINANCIEROS Y NO FINANCIEROS,
ACT_2020,Contratos_Vigentes_ACT.pdf,11,1,2018-000079,MUNICIPIO DE LUQUILLO,31/08/2017,31/08/2017,31/08/2022,"$68,886.00",ACUERDOS FINANCIEROS Y NO FINANCIEROS,
ACT_2020,Contratos_Vigentes_ACT.pdf,11,1,2018-000080,MUNICIPIO DE LAS PIEDRAS,31/08/2017,31/08/2017,31/08/2022,"$68,886.00",ACUERDOS FINANCIEROS Y NO FINANCIEROS,
ACT_2020,Contratos_Vigentes_ACT.pdf,11,1,2018-000081,MUNICIPALITY OF HUMACAO,31/08/2017,31/08/2017,31/08/2022,"$68,886.00",ACUERDOS FINANCIEROS Y NO FINANCIEROS,
ACT_2020,Contratos_Vigentes_ACT.pdf,12,1,2018-000082,MUNICIPALITY OF GURABO,31/08/2017,31/08/2017,31/08/2022,"$68,886.00",ACUERDOS FINANCIEROS Y NO FINANCIEROS,
ACT_2020,Contratos_Vigentes_ACT.pdf,12,1,2018-000083,MUNICIPIO DE FLORIDA,31/08/2017,31/08/2017,31/08/2022,"$68,886.00",INTERAGENCIALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,12,1,2018-000084,Municipality of Caguas,31/08/2017,31/08/2017,31/08/2022,"$68,886.00",ACUERDOS FINANCIEROS Y NO FINANCIEROS,
ACT_2020,Contratos_Vigentes_ACT.pdf,12,1,2018-000085,MUNICIPIO DE DORADO,31/08/2017,31/08/2017,31/08/2022,"$68,886.00",ACUERDOS FINANCIEROS Y NO FINANCIEROS,
ACT_2020,Contratos_Vigentes_ACT.pdf,12,1,2018-000086,MUNICIPALITY OF BARCELONETA,31/08/2017,31/08/2017,31/08/2022,"$68,886.00",ACUERDOS FINANCIEROS Y NO FINANCIEROS,
ACT_2020,Contratos_Vigentes_ACT.pdf,12,1,2018-000087,MUNICIPIO DE ARROYO,31/08/2017,31/08/2017,31/08/2022,"$68,886.00",ACUERDOS FINANCIEROS Y NO FINANCIEROS,
ACT_2020,Contratos_Vigentes_ACT.pdf,12,1,2018-000088,Municipality of Caguas,31/08/2017,31/08/2017,31/08/2022,"$68,886.00",ACUERDOS FINANCIEROS Y NO FINANCIEROS,
ACT_2020,Contratos_Vigentes_ACT.pdf,12,1,2018-000089,MUNICIPIO DE AIBONITO,31/08/2017,31/08/2017,31/08/2022,"$68,886.00",ACUERDOS FINANCIEROS Y NO FINANCIEROS,
ACT_2020,Contratos_Vigentes_ACT.pdf,12,1,2018-000090,MUNICIPIO DE AGUAS BUENAS,31/08/2017,31/08/2017,31/08/2022,"$68,886.00",ACUERDOS FINANCIEROS Y NO FINANCIEROS,
ACT_2020,Contratos_Vigentes_ACT.pdf,12,1,2018-000091,MUNICIPIO DE AGUADA,31/08/2017,31/08/2017,31/08/2022,"$68,886.00",ACUERDOS FINANCIEROS Y NO FINANCIEROS,
ACT_2020,Contratos_Vigentes_ACT.pdf,12,1,2018-000118,"CMA Architecs & Engineers, L.L.P.",08/12/2017,08/12/2017,31/12/2020,"$977,055.84",SERVICIOS PROFESIONALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,12,1,2018-000118 B,"CMA Architecs & Engineers, L.L.P.",11/10/2019,11/10/2019,31/12/2020,"$238,418.45",SERVICIOS PROFESIONALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,12,1,2018-000118 A,"CMA Architecs & Engineers, L.L.P.",07/05/2019,07/05/2019,31/12/2020,"$256,174.97",SERVICIOS PROFESIONALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,12,1,2018-000122,MUNICIPIO DE JUNCOS,13/12/2017,13/12/2017,13/12/2022,"$137,972.00",ACUERDOS FINANCIEROS Y NO FINANCIEROS,
ACT_2020,Contratos_Vigentes_ACT.pdf,12,1,2018-000123,MUNICIPIO DE PONCE,13/12/2017,13/12/2017,13/12/2022,"$68,986.00",ACUERDOS FINANCIEROS Y NO FINANCIEROS,
ACT_2020,Contratos_Vigentes_ACT.pdf,12,1,2018-000124,MUNICIPIO DE PATILLAS,13/12/2017,13/12/2017,13/12/2022,"$137,972.00",ACUERDOS FINANCIEROS Y NO FINANCIEROS,
ACT_2020,Contratos_Vigentes_ACT.pdf,13,1,2018-000125,MUNICIPIO DE PATILLAS,13/12/2017,13/12/2017,13/12/2022,"$206,958.00",ACUERDOS FINANCIEROS Y NO FINANCIEROS,
ACT_2020,Contratos_Vigentes_ACT.pdf,13,1,2018-000126,MUNICIPALlTY OF PEÑUELAS,13/12/2017,13/12/2017,13/12/2022,"$137,972.00",ACUERDOS FINANCIEROS Y NO FINANCIEROS,
ACT_2020,Contratos_Vigentes_ACT.pdf,13,1,2018-000129,Municipality of Yauco,13/12/2017,13/12/2017,13/12/2023,"$206,958.00",INTERAGENCIALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,13,1,2018-000131,MUNICIPALITY OF RÍO GRANDE,13/12/2017,13/12/2017,13/12/2023,"$137,972.00",INTERAGENCIALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,13,1,2018-000132,MUNICIPIO DE TOA BAJA,13/12/2017,13/12/2017,13/12/2023,"$137,972.00",INTERAGENCIALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,13,1,2018-000133,MUNICIPALlTY OF TRUJILLO ALTO,13/12/2017,13/12/2017,13/12/2023,"$68,986.00",INTERAGENCIALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,13,1,2018-000134,MUNICIPIO DE VEGA BAJA,13/12/2017,13/12/2017,13/12/2023,"$137,972.00",INTERAGENCIALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,13,1,2018-000136,MUNICIPALITY OF SAN JUAN,13/12/2017,13/12/2017,13/12/2023,"$275,944.00",INTERAGENCIALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,13,1,2018-000137,MUNICIPALITY OF SAN JUAN,13/12/2017,13/12/2017,13/12/2022,"$68,986.00",INTERAGENCIALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,13,1,2018-000138,MUNICIPALITY OF COAMO,13/12/2017,13/12/2017,13/12/2022,"$68,986.00",ACUERDOS FINANCIEROS Y NO FINANCIEROS,
ACT_2020,Contratos_Vigentes_ACT.pdf,13,1,2018-000139,MUNICIPIO DE MAYAGUEZ,13/12/2017,13/12/2017,13/12/2022,"$68,986.00",INTERAGENCIALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,13,1,2018-000143,AUT. METROPOLITANA DE AUTOBUSES,13/12/2017,13/12/2017,13/12/2021,"$688,860.00",ACUERDOS FINANCIEROS Y NO FINANCIEROS,
ACT_2020,Contratos_Vigentes_ACT.pdf,13,1,2018-000144,INSTITUTO PSICOPEDAGOGICO DE PUERTO RICO,13/12/2017,13/12/2017,13/12/2022,"$68,986.00",ACUERDOS FINANCIEROS Y NO FINANCIEROS,
ACT_2020,Contratos_Vigentes_ACT.pdf,13,1,2018-000148 D,VIRGINIA RIVERA CALDERON,30/06/2020,30/06/2020,31/12/2020,$0.00,SERVICIOS PROFESIONALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,13,1,2018-000149,MUNICIPALITY OF FLORIDA,20/12/2017,20/12/2017,20/12/2022,"$68,886.00",ACUERDOS FINANCIEROS Y NO FINANCIEROS,
ACT_2020,Contratos_Vigentes_ACT.pdf,13,1,2018-000150,MUNICIPIO DE MAUNABO,20/12/2017,20/12/2017,20/12/2022,"$68,986.00",ACUERDOS FINANCIEROS Y NO FINANCIEROS,
ACT_2020,Contratos_Vigentes_ACT.pdf,14,1,2018-000151,MUNICIPIO DE CAYEY,20/12/2017,20/12/2017,20/12/2022,"$68,986.00",ACUERDOS FINANCIEROS Y NO FINANCIEROS,
ACT_2020,Contratos_Vigentes_ACT.pdf,14,1,2018-000152,MUNICIPALITY OF COROZAL,20/12/2017,20/12/2017,20/12/2023,"$137,972.00",INTERAGENCIALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,14,1,2018-000153,MUNICIPIO DE JAYUYA,20/12/2017,20/12/2017,20/12/2022,"$68,986.00",ACUERDOS FINANCIEROS Y NO FINANCIEROS,
ACT_2020,Contratos_Vigentes_ACT.pdf,14,1,2018-000154,MUNICIPIO DE CAMUY,20/12/2017,20/12/2017,20/12/2022,"$68,986.00",INTERAGENCIALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,14,1,2018-000155,MUNICIPIO DE HUMACAO,20/12/2017,20/12/2017,20/12/2023,"$68,986.00",INTERAGENCIALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,14,1,2018-000157,MUNICIPALITY OF GUAYAMA,20/12/2017,20/12/2017,20/12/2022,"$137,972.00",ACUERDOS FINANCIEROS Y NO FINANCIEROS,
ACT_2020,Contratos_Vigentes_ACT.pdf,14,1,2018-000158,MUNICIPIO DE HATILLO,20/12/2017,20/12/2017,20/12/2023,"$137,972.00",ACUERDOS FINANCIEROS Y NO FINANCIEROS,
ACT_2020,Contratos_Vigentes_ACT.pdf,14,1,2018-000159,MUNICIPIO DE LAJAS,20/12/2017,20/12/2017,20/12/2022,"$68,986.00",ACUERDOS FINANCIEROS Y NO FINANCIEROS,
ACT_2020,Contratos_Vigentes_ACT.pdf,14,1,2018-000160,MUNICIPIO DE AGUADA,20/12/2017,20/12/2017,20/12/2023,"$68,986.00",INTERAGENCIALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,14,1,2018-000161,MUNICIPIO DE AÑASCO,20/12/2017,20/12/2017,20/12/2022,"$68,986.00",ACUERDOS FINANCIEROS Y NO FINANCIEROS,
ACT_2020,Contratos_Vigentes_ACT.pdf,14,1,2018-000162,MUNICIPIO DE SALINAS,20/12/2017,20/12/2017,20/12/2022,"$68,986.00",INTERAGENCIALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,14,1,2018-000171,"AUTOPISTAS METROPOLITANAS DE PUERTO RICO, LLC",18/12/2017,18/12/2017,18/12/2022,$0.00,SERVICIOS PERSONALES NO PROFESIONALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,14,1,2018-000171 A,"AUTOPISTAS METROPOLITANAS DE PUERTO RICO, LLC",23/03/2018,23/03/2018,18/12/2022,$0.00,SERVICIOS PERSONALES NO PROFESIONALES,
ACT_2020,Contratos_Vigentes_ACT.pdf,14,1,2018-000178 G,"CONSTRUCTORA SANTIAGO II, CORP",22/07/2020,22/07/2020,18/01/2021,$0.00,CONSTRUCCION Y REPARACION DE VIAS PUBLICAS,
